fips_code,county_name,heart_disease_deathrate_per_100000
27131,"""Rice, (MN)""",332.1
27133,"""Rock, (MN)""",399.6
27135,"""Roseau, (MN)""",375.0
27137,"""St. Louis, (MN)""",400.5
27139,"""Scott, (MN)""",293.8
27141,"""Sherburne, (MN)""",310.5
27143,"""Sibley, (MN)""",380.6
27145,"""Stearns, (MN)""",305.3
27147,"""Steele, (MN)""",358.2
27149,"""Stevens, (MN)""",394.3
27151,"""Swift, (MN)""",356.5
27153,"""Todd, (MN)""",313.6
27155,"""Traverse, (MN)""",464.1
27157,"""Wabasha, (MN)""",322.8
27159,"""Wadena, (MN)""",395.9
27161,"""Waseca, (MN)""",363.0
27163,"""Washington, (MN)""",286.1
27165,"""Watonwan, (MN)""",351.9
27167,"""Wilkin, (MN)""",532.2
27169,"""Winona, (MN)""",358.5
27171,"""Wright, (MN)""",301.2
27173,"""Yellow Medicine, (MN)""",374.2
28001,"""Adams, (MS)""",639.1
28003,"""Alcorn, (MS)""",646.4
28005,"""Amite, (MS)""",591.5
28007,"""Attala, (MS)""",602.6
28009,"""Benton, (MS)""",631.1
28011,"""Bolivar, (MS)""",699.8
28013,"""Calhoun, (MS)""",683.9
28015,"""Carroll, (MS)""",604.6
28017,"""Chickasaw, (MS)""",527.9
28019,"""Choctaw, (MS)""",539.8
28021,"""Claiborne, (MS)""",652.1
28023,"""Clarke, (MS)""",664.4
28025,"""Clay, (MS)""",664.1
28027,"""Coahoma, (MS)""",682.2
28029,"""Copiah, (MS)""",642.6
28031,"""Covington, (MS)""",709.1
28033,"""DeSoto, (MS)""",538.3
28035,"""Forrest, (MS)""",519.9
28037,"""Franklin, (MS)""",625.3
28039,"""George, (MS)""",626.2
28041,"""Greene, (MS)""",649.6
28043,"""Grenada, (MS)""",717.6
28045,"""Hancock, (MS)""",544.6
28047,"""Harrison, (MS)""",586.2
28049,"""Hinds, (MS)""",576.9
28051,"""Holmes, (MS)""",626.0
28053,"""Humphreys, (MS)""",714.4
28055,"""Issaquena, (MS)""",655.8
28057,"""Itawamba, (MS)""",609.8
28059,"""Jackson, (MS)""",563.4
28061,"""Jasper, (MS)""",689.8
28063,"""Jefferson, (MS)""",643.8
28065,"""Jefferson Davis, (MS)""",730.7
28067,"""Jones, (MS)""",533.5
28069,"""Kemper, (MS)""",637.1
28071,"""Lafayette, (MS)""",556.0
28073,"""Lamar, (MS)""",531.7
28075,"""Lauderdale, (MS)""",665.3
28077,"""Lawrence, (MS)""",770.1
28079,"""Leake, (MS)""",636.4
28081,"""Lee, (MS)""",571.6
28083,"""Leflore, (MS)""",792.6
28085,"""Lincoln, (MS)""",631.4
28087,"""Lowndes, (MS)""",532.5
28089,"""Madison, (MS)""",567.1
28091,"""Marion, (MS)""",632.3
28093,"""Marshall, (MS)""",604.2
28095,"""Monroe, (MS)""",589.4
28097,"""Montgomery, (MS)""",711.3
28099,"""Neshoba, (MS)""",649.0
28101,"""Newton, (MS)""",663.6
28103,"""Noxubee, (MS)""",633.8
28105,"""Oktibbeha, (MS)""",480.7
28107,"""Panola, (MS)""",730.4
28109,"""Pearl River, (MS)""",556.4
28111,"""Perry, (MS)""",570.0
28113,"""Pike, (MS)""",596.1
28115,"""Pontotoc, (MS)""",476.4
28117,"""Prentiss, (MS)""",549.8
28119,"""Quitman, (MS)""",784.1
28121,"""Rankin, (MS)""",529.2
28123,"""Scott, (MS)""",654.7
28125,"""Sharkey, (MS)""",613.4
28127,"""Simpson, (MS)""",758.7
28129,"""Smith, (MS)""",610.3
28131,"""Stone, (MS)""",615.7
28133,"""Sunflower, (MS)""",719.1
28135,"""Tallahatchie, (MS)""",719.8
28137,"""Tate, (MS)""",644.7
28139,"""Tippah, (MS)""",746.4
28141,"""Tishomingo, (MS)""",761.1
28143,"""Tunica, (MS)""",862.9
28145,"""Union, (MS)""",597.8
28147,"""Walthall, (MS)""",637.8
28149,"""Warren, (MS)""",694.2
28151,"""Washington, (MS)""",630.4
28153,"""Wayne, (MS)""",641.1
28155,"""Webster, (MS)""",804.0
28157,"""Wilkinson, (MS)""",629.0
28159,"""Winston, (MS)""",553.8
28161,"""Yalobusha, (MS)""",722.0
28163,"""Yazoo, (MS)""",583.2
29001,"""Adair, (MO)""",479.4
29003,"""Andrew, (MO)""",491.4
29005,"""Atchison, (MO)""",434.1
29007,"""Audrain, (MO)""",429.5
29009,"""Barry, (MO)""",587.8
29011,"""Barton, (MO)""",535.2
29013,"""Bates, (MO)""",536.4
29015,"""Benton, (MO)""",548.5
29017,"""Bollinger, (MO)""",574.2
29019,"""Boone, (MO)""",387.5
29021,"""Buchanan, (MO)""",562.3
29023,"""Butler, (MO)""",568.0
29025,"""Caldwell, (MO)""",453.6
29027,"""Callaway, (MO)""",453.7
29029,"""Camden, (MO)""",480.4
29031,"""Cape Girardeau, (MO)""",514.7
29033,"""Carroll, (MO)""",526.7
29035,"""Carter, (MO)""",527.7
29037,"""Cass, (MO)""",421.6
29039,"""Cedar, (MO)""",549.5
29041,"""Chariton, (MO)""",511.1
29043,"""Christian, (MO)""",460.8
29045,"""Clark, (MO)""",598.3
29047,"""Clay, (MO)""",387.6
29049,"""Clinton, (MO)""",439.2
29051,"""Cole, (MO)""",419.0
29053,"""Cooper, (MO)""",569.3
29055,"""Crawford, (MO)""",650.4
29057,"""Dade, (MO)""",461.1
29059,"""Dallas, (MO)""",462.1
29061,"""Daviess, (MO)""",526.9
29063,"""DeKalb, (MO)""",553.0
29065,"""Dent, (MO)""",561.0
29067,"""Douglas, (MO)""",481.9
29069,"""Dunklin, (MO)""",714.9
29071,"""Franklin, (MO)""",506.2
29073,"""Gasconade, (MO)""",492.4
29075,"""Gentry, (MO)""",513.6
29077,"""Greene, (MO)""",464.9
29079,"""Grundy, (MO)""",520.8
29081,"""Harrison, (MO)""",514.2
29083,"""Henry, (MO)""",581.4
29085,"""Hickory, (MO)""",484.3
29087,"""Holt, (MO)""",441.7
29089,"""Howard, (MO)""",506.4
29091,"""Howell, (MO)""",548.0
29093,"""Iron, (MO)""",628.0
29095,"""Jackson, (MO)""",449.0
29097,"""Jasper, (MO)""",598.5
29099,"""Jefferson, (MO)""",555.5
29101,"""Johnson, (MO)""",485.6
29103,"""Knox, (MO)""",523.5
29105,"""Laclede, (MO)""",580.7
29107,"""Lafayette, (MO)""",481.7
29109,"""Lawrence, (MO)""",478.0
29111,"""Lewis, (MO)""",638.1
29113,"""Lincoln, (MO)""",515.6
29115,"""Linn, (MO)""",519.5
29117,"""Livingston, (MO)""",470.0
29119,"""McDonald, (MO)""",541.9
29121,"""Macon, (MO)""",511.5
29123,"""Madison, (MO)""",612.1
29125,"""Maries, (MO)""",599.2
29127,"""Marion, (MO)""",478.5
29129,"""Mercer, (MO)""",508.3
29131,"""Miller, (MO)""",578.3
29133,"""Mississippi, (MO)""",908.5
29135,"""Moniteau, (MO)""",525.9
29137,"""Monroe, (MO)""",412.3
29139,"""Montgomery, (MO)""",507.1
29141,"""Morgan, (MO)""",582.4
29143,"""New Madrid, (MO)""",775.5
29145,"""Newton, (MO)""",553.5
29147,"""Nodaway, (MO)""",470.6
29149,"""Oregon, (MO)""",652.5
29151,"""Osage, (MO)""",488.7
29153,"""Ozark, (MO)""",511.7
29155,"""Pemiscot, (MO)""",712.2
29157,"""Perry, (MO)""",525.2
29159,"""Pettis, (MO)""",521.9
29161,"""Phelps, (MO)""",541.8
29163,"""Pike, (MO)""",532.5
29165,"""Platte, (MO)""",357.4
29167,"""Polk, (MO)""",467.6
29169,"""Pulaski, (MO)""",588.8
29171,"""Putnam, (MO)""",488.2
29173,"""Ralls, (MO)""",344.4
29175,"""Randolph, (MO)""",457.3
29177,"""Ray, (MO)""",452.8
29179,"""Reynolds, (MO)""",541.5
29181,"""Ripley, (MO)""",670.7
29183,"""St. Charles, (MO)""",395.5
29185,"""St. Clair, (MO)""",587.1
29186,"""Ste. Genevieve, (MO)""",546.9
29187,"""St. Francois, (MO)""",623.6
29189,"""St. Louis, (MO)""",461.3
29195,"""Saline, (MO)""",529.3
29197,"""Schuyler, (MO)""",455.9
29199,"""Scotland, (MO)""",443.0
29201,"""Scott, (MO)""",569.3
29203,"""Shannon, (MO)""",525.4
29205,"""Shelby, (MO)""",520.3
29207,"""Stoddard, (MO)""",564.1
29209,"""Stone, (MO)""",435.3
29211,"""Sullivan, (MO)""",516.4
29213,"""Taney, (MO)""",507.1
29215,"""Texas, (MO)""",503.7
29217,"""Vernon, (MO)""",561.8
29219,"""Warren, (MO)""",438.0
29221,"""Washington, (MO)""",700.8
29223,"""Wayne, (MO)""",564.9
29225,"""Webster, (MO)""",509.2
29227,"""Worth, (MO)""",486.3
29229,"""Wright, (MO)""",560.4
29510,"""St. Louis City, (MO)""",610.8
30001,"""Beaverhead, (MT)""",418.9
30003,"""Big Horn, (MT)""",402.7
30005,"""Blaine, (MT)""",425.9
30007,"""Broadwater, (MT)""",380.9
30009,"""Carbon, (MT)""",358.8
30011,"""Carter, (MT)""",409.9
30013,"""Cascade, (MT)""",389.4
30015,"""Chouteau, (MT)""",400.1
30017,"""Custer, (MT)""",411.7
30019,"""Daniels, (MT)""",361.9
30021,"""Dawson, (MT)""",405.2
30023,"""Deer Lodge, (MT)""",472.2
30025,"""Fallon, (MT)""",455.3
30027,"""Fergus, (MT)""",436.7
30029,"""Flathead, (MT)""",399.6
30031,"""Gallatin, (MT)""",342.9
30033,"""Garfield, (MT)""",394.5
30035,"""Glacier, (MT)""",451.7
30037,"""Golden Valley, (MT)""",401.6
30039,"""Granite, (MT)""",373.6
30041,"""Hill, (MT)""",416.3
30043,"""Jefferson, (MT)""",394.7
30045,"""Judith Basin, (MT)""",400.7
30047,"""Lake, (MT)""",399.6
30049,"""Lewis and Clark, (MT)""",394.6
30051,"""Liberty, (MT)""",369.1
30053,"""Lincoln, (MT)""",438.3
30055,"""McCone, (MT)""",437.2
30057,"""Madison, (MT)""",391.4
30059,"""Meagher, (MT)""",373.7
30061,"""Mineral, (MT)""",354.1
30063,"""Missoula, (MT)""",370.4
30065,"""Musselshell, (MT)""",435.2
30067,"""Park, (MT)""",342.3
30069,"""Petroleum, (MT)""",429.2
30071,"""Phillips, (MT)""",415.8
30073,"""Pondera, (MT)""",377.5
30075,"""Powder River, (MT)""",438.2
30077,"""Powell, (MT)""",384.5
30079,"""Prairie, (MT)""",403.6
30081,"""Ravalli, (MT)""",365.4
30083,"""Richland, (MT)""",436.0
30085,"""Roosevelt, (MT)""",588.8
30087,"""Rosebud, (MT)""",399.3
30089,"""Sanders, (MT)""",455.1
30091,"""Sheridan, (MT)""",446.3
30093,"""Silver Bow, (MT)""",509.3
30095,"""Stillwater, (MT)""",384.9
30097,"""Sweet Grass, (MT)""",357.4
30099,"""Teton, (MT)""",389.5
30101,"""Toole, (MT)""",459.4
30103,"""Treasure, (MT)""",393.3
30105,"""Valley, (MT)""",436.9
30107,"""Wheatland, (MT)""",416.9
30109,"""Wibaux, (MT)""",447.6
30111,"""Yellowstone, (MT)""",390.5
31001,"""Adams, (NE)""",458.9
31003,"""Antelope, (NE)""",417.8
31005,"""Arthur, (NE)""",451.4
31007,"""Banner, (NE)""",429.4
31009,"""Blaine, (NE)""",421.2
31011,"""Boone, (NE)""",413.3
31013,"""Box Butte, (NE)""",446.4
31015,"""Boyd, (NE)""",455.5
31017,"""Brown, (NE)""",336.7
31019,"""Buffalo, (NE)""",400.5
31021,"""Burt, (NE)""",403.8
31023,"""Butler, (NE)""",403.9
31025,"""Cass, (NE)""",380.1
31027,"""Cedar, (NE)""",363.9
31029,"""Chase, (NE)""",322.5
31031,"""Cherry, (NE)""",368.1
31033,"""Cheyenne, (NE)""",381.6
31035,"""Clay, (NE)""",439.2
31037,"""Colfax, (NE)""",340.9
31039,"""Cuming, (NE)""",408.1
31041,"""Custer, (NE)""",427.8
31043,"""Dakota, (NE)""",422.5
31045,"""Dawes, (NE)""",421.7
31047,"""Dawson, (NE)""",411.3
31049,"""Deuel, (NE)""",402.0
31051,"""Dixon, (NE)""",449.3
31053,"""Dodge, (NE)""",380.1
31055,"""Douglas, (NE)""",412.5
31057,"""Dundy, (NE)""",334.5
31059,"""Fillmore, (NE)""",437.4
31061,"""Franklin, (NE)""",455.1
31063,"""Frontier, (NE)""",370.2
31065,"""Furnas, (NE)""",424.9
31067,"""Gage, (NE)""",358.8
31069,"""Garden, (NE)""",423.1
31071,"""Garfield, (NE)""",476.9
31073,"""Gosper, (NE)""",369.8
31075,"""Grant, (NE)""",445.2
31077,"""Greeley, (NE)""",409.6
31079,"""Hall, (NE)""",358.0
31081,"""Hamilton, (NE)""",408.7
31083,"""Harlan, (NE)""",456.9
31085,"""Hayes, (NE)""",345.7
31087,"""Hitchcock, (NE)""",343.2
31089,"""Holt, (NE)""",419.8
31091,"""Hooker, (NE)""",399.1
31093,"""Howard, (NE)""",374.3
31095,"""Jefferson, (NE)""",418.8
31097,"""Johnson, (NE)""",345.5
31099,"""Kearney, (NE)""",436.9
31101,"""Keith, (NE)""",417.9
31103,"""Keya Paha, (NE)""",428.0
31105,"""Kimball, (NE)""",389.1
31107,"""Knox, (NE)""",387.3
31109,"""Lancaster, (NE)""",341.0
31111,"""Lincoln, (NE)""",421.1
31113,"""Logan, (NE)""",447.5
31115,"""Loup, (NE)""",467.7
31117,"""McPherson, (NE)""",423.3
31119,"""Madison, (NE)""",402.7
31121,"""Merrick, (NE)""",384.1
31123,"""Morrill, (NE)""",455.4
31125,"""Nance, (NE)""",406.1
31127,"""Nemaha, (NE)""",390.5
31129,"""Nuckolls, (NE)""",457.5
31131,"""Otoe, (NE)""",353.0
31133,"""Pawnee, (NE)""",395.5
31135,"""Perkins, (NE)""",380.2
31137,"""Phelps, (NE)""",403.3
31139,"""Pierce, (NE)""",393.4
31141,"""Platte, (NE)""",409.4
31143,"""Polk, (NE)""",424.6
31145,"""Red Willow, (NE)""",372.5
31147,"""Richardson, (NE)""",424.6
31149,"""Rock, (NE)""",423.6
31151,"""Saline, (NE)""",408.4
31153,"""Sarpy, (NE)""",364.0
31155,"""Saunders, (NE)""",368.8
31157,"""Scotts Bluff, (NE)""",491.5
31159,"""Seward, (NE)""",402.1
31161,"""Sheridan, (NE)""",426.5
31163,"""Sherman, (NE)""",419.5
31165,"""Sioux, (NE)""",435.3
31167,"""Stanton, (NE)""",385.9
31169,"""Thayer, (NE)""",443.0
31171,"""Thomas, (NE)""",323.8
31173,"""Thurston, (NE)""",450.7
31175,"""Valley, (NE)""",476.1
31177,"""Washington, (NE)""",407.0
31179,"""Wayne, (NE)""",400.7
31181,"""Webster, (NE)""",453.2
31183,"""Wheeler, (NE)""",418.4
31185,"""York, (NE)""",454.4
32001,"""Churchill, (NV)""",513.3
32003,"""Clark, (NV)""",457.0
32005,"""Douglas, (NV)""",349.9
32007,"""Elko, (NV)""",462.6
32009,"""Esmeralda, (NV)""",617.0
32011,"""Eureka, (NV)""",577.6
32013,"""Humboldt, (NV)""",519.9
32015,"""Lander, (NV)""",501.8
32017,"""Lincoln, (NV)""",438.7
32019,"""Lyon, (NV)""",495.2
32021,"""Mineral, (NV)""",607.3
32023,"""Nye, (NV)""",580.2
32027,"""Pershing, (NV)""",532.8
32029,"""Storey, (NV)""",520.1
32031,"""Washoe, (NV)""",537.6
32033,"""White Pine, (NV)""",525.6
32510,"""Carson City, (NV)""",503.9
33001,"""Belknap, (NH)""",405.7
33003,"""Carroll, (NH)""",304.8
33005,"""Cheshire, (NH)""",384.1
33007,"""Coos, (NH)""",452.9
33009,"""Grafton, (NH)""",372.8
33011,"""Hillsborough, (NH)""",359.0
33013,"""Merrimack, (NH)""",388.8
33015,"""Rockingham, (NH)""",383.4
33017,"""Strafford, (NH)""",358.1
33019,"""Sullivan, (NH)""",383.4
34001,"""Atlantic, (NJ)""",483.9
34003,"""Bergen, (NJ)""",366.4
34005,"""Burlington, (NJ)""",430.1
34007,"""Camden, (NJ)""",478.3
34009,"""Cape May, (NJ)""",506.2
34011,"""Cumberland, (NJ)""",531.2
34013,"""Essex, (NJ)""",479.6
34015,"""Gloucester, (NJ)""",471.2
34017,"""Hudson, (NJ)""",453.4
34019,"""Hunterdon, (NJ)""",368.8
34021,"""Mercer, (NJ)""",411.8
34023,"""Middlesex, (NJ)""",407.1
34025,"""Monmouth, (NJ)""",414.2
34027,"""Morris, (NJ)""",391.2
34029,"""Ocean, (NJ)""",483.0
34031,"""Passaic, (NJ)""",452.0
34033,"""Salem, (NJ)""",508.4
34035,"""Somerset, (NJ)""",373.9
34037,"""Sussex, (NJ)""",451.6
34039,"""Union, (NJ)""",411.6
34041,"""Warren, (NJ)""",466.5
35001,"""Bernalillo, (NM)""",376.6
35003,"""Catron, (NM)""",354.6
35005,"""Chaves, (NM)""",466.0
35006,"""Cibola, (NM)""",367.9
35007,"""Colfax, (NM)""",427.7
35009,"""Curry, (NM)""",473.4
35011,"""De Baca, (NM)""",457.6
35013,"""Dona Ana, (NM)""",360.0
35015,"""Eddy, (NM)""",476.0
35017,"""Grant, (NM)""",414.8
35019,"""Guadalupe, (NM)""",400.2
35021,"""Harding, (NM)""",440.2
35023,"""Hidalgo, (NM)""",450.9
35025,"""Lea, (NM)""",516.3
35027,"""Lincoln, (NM)""",365.5
35028,"""Los Alamos, (NM)""",270.8
35029,"""Luna, (NM)""",489.2
35031,"""McKinley, (NM)""",340.3
35033,"""Mora, (NM)""",363.0
35035,"""Otero, (NM)""",409.9
35037,"""Quay, (NM)""",468.7
35039,"""Rio Arriba, (NM)""",360.7
35041,"""Roosevelt, (NM)""",489.7
35043,"""Sandoval, (NM)""",356.5
35045,"""San Juan, (NM)""",321.2
35047,"""San Miguel, (NM)""",406.5
35049,"""Santa Fe, (NM)""",303.2
35051,"""Sierra, (NM)""",506.8
35053,"""Socorro, (NM)""",424.0
35055,"""Taos, (NM)""",253.1
35057,"""Torrance, (NM)""",388.7
35059,"""Union, (NM)""",443.4
35061,"""Valencia, (NM)""",378.8
36001,"""Albany, (NY)""",443.8
36003,"""Allegany, (NY)""",454.6
36005,"""Bronx, (NY)""",512.0
36007,"""Broome, (NY)""",483.2
36009,"""Cattaraugus, (NY)""",653.5
36011,"""Cayuga, (NY)""",434.8
36013,"""Chautauqua, (NY)""",524.9
36015,"""Chemung, (NY)""",483.1
36017,"""Chenango, (NY)""",575.4
36019,"""Clinton, (NY)""",420.2
36021,"""Columbia, (NY)""",480.5
36023,"""Cortland, (NY)""",444.3
36025,"""Delaware, (NY)""",542.9
36027,"""Dutchess, (NY)""",431.9
36029,"""Erie, (NY)""",485.6
36031,"""Essex, (NY)""",398.9
36033,"""Franklin, (NY)""",538.6
36035,"""Fulton, (NY)""",508.2
36037,"""Genesee, (NY)""",483.4
36039,"""Greene, (NY)""",467.3
36041,"""Hamilton, (NY)""",467.5
36043,"""Herkimer, (NY)""",509.9
36045,"""Jefferson, (NY)""",534.8
36047,"""Kings, (NY)""",493.7
36049,"""Lewis, (NY)""",495.9
36051,"""Livingston, (NY)""",418.3
36053,"""Madison, (NY)""",422.5
36055,"""Monroe, (NY)""",397.2
36057,"""Montgomery, (NY)""",521.0
36059,"""Nassau, (NY)""",483.2
36061,"""New York, (NY)""",380.7
36063,"""Niagara, (NY)""",548.8
36065,"""Oneida, (NY)""",494.2
36067,"""Onondaga, (NY)""",396.7
36069,"""Ontario, (NY)""",417.5
36071,"""Orange, (NY)""",434.9
36073,"""Orleans, (NY)""",549.4
36075,"""Oswego, (NY)""",491.0
36077,"""Otsego, (NY)""",442.4
36079,"""Putnam, (NY)""",447.7
36081,"""Queens, (NY)""",454.5
36083,"""Rensselaer, (NY)""",521.2
36085,"""Richmond, (NY)""",559.5
36087,"""Rockland, (NY)""",415.9
36089,"""St. Lawrence, (NY)""",531.9
36091,"""Saratoga, (NY)""",422.5
36093,"""Schenectady, (NY)""",445.1
36095,"""Schoharie, (NY)""",416.0
36097,"""Schuyler, (NY)""",507.5
36099,"""Seneca, (NY)""",405.2
36101,"""Steuben, (NY)""",465.1
36103,"""Suffolk, (NY)""",446.1
36105,"""Sullivan, (NY)""",531.1
36107,"""Tioga, (NY)""",434.8
36109,"""Tompkins, (NY)""",407.6
36111,"""Ulster, (NY)""",416.5
36113,"""Warren, (NY)""",414.6
36115,"""Washington, (NY)""",417.8
36117,"""Wayne, (NY)""",415.0
36119,"""Westchester, (NY)""",384.7
36121,"""Wyoming, (NY)""",497.6
36123,"""Yates, (NY)""",437.3
37001,"""Alamance, (NC)""",440.0
37003,"""Alexander, (NC)""",458.7
37005,"""Alleghany, (NC)""",446.3
37007,"""Anson, (NC)""",589.1
37009,"""Ashe, (NC)""",423.7
37011,"""Avery, (NC)""",477.8
37013,"""Beaufort, (NC)""",516.7
37015,"""Bertie, (NC)""",503.4
37017,"""Bladen, (NC)""",567.0
37019,"""Brunswick, (NC)""",423.6
37021,"""Buncombe, (NC)""",386.3
37023,"""Burke, (NC)""",504.6
37025,"""Cabarrus, (NC)""",441.2
37027,"""Caldwell, (NC)""",517.0
37029,"""Camden, (NC)""",485.0
37031,"""Carteret, (NC)""",471.5
37033,"""Caswell, (NC)""",456.3
37035,"""Catawba, (NC)""",477.9
37037,"""Chatham, (NC)""",370.7
37039,"""Cherokee, (NC)""",468.8
37041,"""Chowan, (NC)""",458.1
37043,"""Clay, (NC)""",424.4
37045,"""Cleveland, (NC)""",542.2
37047,"""Columbus, (NC)""",580.6
37049,"""Craven, (NC)""",448.2
37051,"""Cumberland, (NC)""",519.6
37053,"""Currituck, (NC)""",441.1
37055,"""Dare, (NC)""",450.6
37057,"""Davidson, (NC)""",490.9
37059,"""Davie, (NC)""",380.8
37061,"""Duplin, (NC)""",442.1
37063,"""Durham, (NC)""",368.6
37065,"""Edgecombe, (NC)""",579.5
37067,"""Forsyth, (NC)""",391.7
37069,"""Franklin, (NC)""",419.6
37071,"""Gaston, (NC)""",511.0
37073,"""Gates, (NC)""",505.2
37075,"""Graham, (NC)""",474.2
37077,"""Granville, (NC)""",402.0
37079,"""Greene, (NC)""",491.2
37081,"""Guilford, (NC)""",400.4
37083,"""Halifax, (NC)""",553.9
37085,"""Harnett, (NC)""",487.6
37087,"""Haywood, (NC)""",462.5
37089,"""Henderson, (NC)""",389.3
37091,"""Hertford, (NC)""",496.6
37093,"""Hoke, (NC)""",515.2
37095,"""Hyde, (NC)""",500.1
37097,"""Iredell, (NC)""",500.1
37099,"""Jackson, (NC)""",409.3
37101,"""Johnston, (NC)""",529.3
37103,"""Jones, (NC)""",553.1
37105,"""Lee, (NC)""",495.9
37107,"""Lenoir, (NC)""",569.9
37109,"""Lincoln, (NC)""",510.8
37111,"""McDowell, (NC)""",501.8
37113,"""Macon, (NC)""",431.3
37115,"""Madison, (NC)""",499.1
37117,"""Martin, (NC)""",687.7
37119,"""Mecklenburg, (NC)""",357.6
37121,"""Mitchell, (NC)""",500.6
37123,"""Montgomery, (NC)""",388.2
37125,"""Moore, (NC)""",337.0
37127,"""Nash, (NC)""",500.9
37129,"""New Hanover, (NC)""",413.9
37131,"""Northampton, (NC)""",472.9
37133,"""Onslow, (NC)""",420.6
37135,"""Orange, (NC)""",343.3
37137,"""Pamlico, (NC)""",446.4
37139,"""Pasquotank, (NC)""",511.7
37141,"""Pender, (NC)""",412.0
37143,"""Perquimans, (NC)""",475.6
37145,"""Person, (NC)""",503.1
37147,"""Pitt, (NC)""",466.9
37149,"""Polk, (NC)""",382.8
37151,"""Randolph, (NC)""",453.4
37153,"""Richmond, (NC)""",670.0
37155,"""Robeson, (NC)""",538.0
37157,"""Rockingham, (NC)""",483.3
37159,"""Rowan, (NC)""",496.0
37161,"""Rutherford, (NC)""",569.0
37163,"""Sampson, (NC)""",488.5
37165,"""Scotland, (NC)""",562.0
37167,"""Stanly, (NC)""",544.3
37169,"""Stokes, (NC)""",464.9
37171,"""Surry, (NC)""",465.2
37173,"""Swain, (NC)""",554.7
37175,"""Transylvania, (NC)""",398.5
37177,"""Tyrrell, (NC)""",634.4
37179,"""Union, (NC)""",422.6
37181,"""Vance, (NC)""",489.6
37183,"""Wake, (NC)""",364.4
37185,"""Warren, (NC)""",444.8
37187,"""Washington, (NC)""",649.4
37189,"""Watauga, (NC)""",374.9
37191,"""Wayne, (NC)""",470.0
37193,"""Wilkes, (NC)""",437.1
37195,"""Wilson, (NC)""",494.4
37197,"""Yadkin, (NC)""",483.1
37199,"""Yancey, (NC)""",451.9
38001,"""Adams, (ND)""",340.7
38003,"""Barnes, (ND)""",390.5
38005,"""Benson, (ND)""",525.5
38007,"""Billings, (ND)""",416.6
38009,"""Bottineau, (ND)""",445.2
38011,"""Bowman, (ND)""",561.8
38013,"""Burke, (ND)""",425.7
38015,"""Burleigh, (ND)""",349.7
38017,"""Cass, (ND)""",341.2
38019,"""Cavalier, (ND)""",440.3
38021,"""Dickey, (ND)""",409.6
38023,"""Divide, (ND)""",438.4
38025,"""Dunn, (ND)""",419.2
38027,"""Eddy, (ND)""",495.4
38029,"""Emmons, (ND)""",439.5
38031,"""Foster, (ND)""",437.1
38033,"""Golden Valley, (ND)""",486.2
38035,"""Grand Forks, (ND)""",417.6
38037,"""Grant, (ND)""",366.1
38039,"""Griggs, (ND)""",436.3
38041,"""Hettinger, (ND)""",339.0
38043,"""Kidder, (ND)""",338.1
38045,"""LaMoure, (ND)""",416.2
38047,"""Logan, (ND)""",456.7
38049,"""McHenry, (ND)""",408.1
38051,"""McIntosh, (ND)""",439.7
38053,"""McKenzie, (ND)""",521.1
38055,"""McLean, (ND)""",389.0
38057,"""Mercer, (ND)""",381.3
38059,"""Morton, (ND)""",384.8
38061,"""Mountrail, (ND)""",439.0
38063,"""Nelson, (ND)""",477.2
38065,"""Oliver, (ND)""",357.6
38067,"""Pembina, (ND)""",388.4
38069,"""Pierce, (ND)""",485.9
38071,"""Ramsey, (ND)""",503.7
38073,"""Ransom, (ND)""",353.9
38075,"""Renville, (ND)""",404.2
38077,"""Richland, (ND)""",371.1
38079,"""Rolette, (ND)""",459.2
38081,"""Sargent, (ND)""",423.2
38083,"""Sheridan, (ND)""",356.5
38085,"""Sioux, (ND)""",472.9
38087,"""Slope, (ND)""",363.7
38089,"""Stark, (ND)""",373.7
38091,"""Steele, (ND)""",360.2
38093,"""Stutsman, (ND)""",430.0
38095,"""Towner, (ND)""",507.5
38097,"""Traill, (ND)""",392.0
38099,"""Walsh, (ND)""",426.8
38101,"""Ward, (ND)""",416.8
38103,"""Wells, (ND)""",472.1
38105,"""Williams, (ND)""",455.3
39001,"""Adams, (OH)""",538.4
39003,"""Allen, (OH)""",510.1
39005,"""Ashland, (OH)""",497.7
39007,"""Ashtabula, (OH)""",540.4
39009,"""Athens, (OH)""",585.4
39011,"""Auglaize, (OH)""",483.8
39013,"""Belmont, (OH)""",639.7
39015,"""Brown, (OH)""",455.6
39017,"""Butler, (OH)""",420.8
39019,"""Carroll, (OH)""",506.9
39021,"""Champaign, (OH)""",487.3
39023,"""Clark, (OH)""",528.4
39025,"""Clermont, (OH)""",441.8
39027,"""Clinton, (OH)""",537.4
39029,"""Columbiana, (OH)""",517.7
39031,"""Coshocton, (OH)""",480.5
39033,"""Crawford, (OH)""",479.7
39035,"""Cuyahoga, (OH)""",502.6
39037,"""Darke, (OH)""",473.9
39039,"""Defiance, (OH)""",447.1
39041,"""Delaware, (OH)""",369.0
39043,"""Erie, (OH)""",439.6
39045,"""Fairfield, (OH)""",447.8
39047,"""Fayette, (OH)""",712.6
39049,"""Franklin, (OH)""",464.6
39051,"""Fulton, (OH)""",485.3
39053,"""Gallia, (OH)""",565.7
39055,"""Geauga, (OH)""",377.9
39057,"""Greene, (OH)""",438.2
39059,"""Guernsey, (OH)""",546.6
39061,"""Hamilton, (OH)""",457.4
